"","BLUSH","DAISY","EAGLE","ELBOW","FENCE","FILMS","FLAGS","FOGGY","HUMAN","HUMOR","IMAGE","INTRO","IVORY","JUROR","KAYAK","LAKES","LASSO","LILAC","MAGIC","NURSE","ORBIT","PATCH","POETS","RADIO","RELIC","REMIX","RODEO","SCOPE","SHAWL","TANGO","TOPAZ","VENUE","VIDEO","VISTA","WALTZ","XEROX"
"TNFRSF11B",-0.006496167,0.192569309,0.330367008,-1.063225315,0.130025053,0.560126989,0.269182583,0.151553346,0.026044973,0.391784118,0.128112157,-0.466255915,0.017482852,-0.733317427,0.571027123,0.204045673,0.040361675,0.148059098,0.434934939,-0.134410378,-0.178648018,0.148618843,0.034406893,-0.241852376,-0.05859156,-0.068618942,0.212470244,0.309421594,-0.037269833,0.04648204,-1.037224859,-0.253515992,-0.060791315,0.200645109,0.029935441,0.078800577
"TNFRSF12A",-0.229418795,0.282098667,0.17098172,-0.296717532,0.072822273,0.1609808,0.35709965,0.208153977,-0.115763359,0.193624246,0.514500271,-1.494156216,0.005817327,-0.175503219,0.028373711,0.094150235,0.18745568,-0.236318549,-0.022292675,0.283204663,-0.293557238,0.222277981,-0.062408173,-0.273518537,-0.45582681,-0.025380185,0.342475472,-0.102606639,-0.251381837,-0.021659322,-0.153422371,0.090901405,0.088663499,-0.030549063,0.072007606,-0.169470824
"TNFRSF13B",0.885325029,-0.265281134,0.004591731,0.028528291,-0.187296952,-0.133251095,0.279833595,-0.179983919,-0.244673869,-0.506117389,-0.28732344,0.971863879,0.249218076,0.071546501,-0.289778458,-0.344373175,-0.151760195,0.370083825,0.286861868,-0.711814557,-0.156382572,-0.758442487,0.552546227,0.63256248,0.206302322,-0.043015603,0.755023624,0.022909429,0.647034367,0.061648921,-0.022562559,0.171959546,0.30157718,-0.326549312,0.260117554,0.510619457
"TNFRSF13C",-0.120347685,-0.065522838,0.304411198,-0.134185703,-0.377133686,0.168657255,0.191028814,0.171034591,-0.128648052,0.417619899,-0.219686158,-0.006205594,-0.028673181,0.106637303,-0.146655663,0.079811801,-0.123886635,0.185171136,-0.102629134,-0.066174839,0.160275255,0.011367008,-0.051137809,0.038459174,0.280343602,-0.157635952,0.374448825,0.176477424,0.116639051,0.146828978,0.001128354,0.046701752,0.13928069,-0.104079809,0.0309047,-0.102770683
"TNFRSF14",-0.041873888,0.129886548,0.150468419,-0.460932602,0.022057324,0.449069128,0.20782659,0.258676847,-0.055224534,-0.005833793,0.404815899,-0.116773268,0.02420546,-0.480481852,0.10211939,0.05484508,0.012747676,0.31627571,0.175965405,-0.346067696,-0.399273345,0.310079242,0.129965477,-0.099517925,-0.333119488,-0.1497271,0.224873411,-0.050436068,-0.083281918,-0.140719841,-0.550365012,-0.316753767,-0.094258403,-0.179939517,-0.018435119,-0.144372486
"TNFRSF17",-0.09164659,0.201906355,0.276890281,-0.987279346,0.350924092,0.516080181,0.358720845,0.167537913,0.26032432,0.305141002,0.291553049,-0.337670156,0.258147016,-0.279051803,0.47989824,0.489521681,0.208668681,0.210053786,0.479598312,0.108054264,0.1318182,0.52036789,-0.057940699,-0.329941094,-0.116118207,-0.135294694,0.437224625,0.022471043,0.144549071,0.060278365,-0.709244211,-0.134586213,0.262870836,0.503496598,0.092137684,0.316716141
"TNFRSF18",0.011468621,-0.021684044,-0.117035879,-0.268154162,-0.388735251,-0.197167026,-0.249514492,0.556260238,-0.187760628,-0.207655819,-0.396210749,-0.21235179,0.074718123,0.263034406,-0.508231306,0.023525403,-0.120699019,-0.033442935,-0.06616536,0.380870896,0.21689346,0.128516362,0.019753158,-0.21669041,0.791711006,-0.210666401,-0.38348351,-0.058599095,-0.384722303,0.203677517,0.067663083,0.00654314,0.310495583,-0.182425541,0.224094154,-0.217909894
"TNFRSF19",-0.501215539,0.022112242,0.468456332,-1.165395733,0.097652576,0.57730424,0.435419359,0.393769101,0.246246426,0.51782114,0.270247089,-0.877145406,0.215328587,-0.372915927,0.356661572,0.486454022,0.018054176,0.140848606,0.499593354,0.212234542,0.044424166,0.968083282,0.10712304,-0.349891163,-0.283127063,-0.273188919,0.090159783,0.183891462,0.020834923,-0.064677335,-1.05992831,-0.428404723,-0.08867681,0.248709382,-0.180766748,-0.0380566
"TNFRSF1A",0.385520901,0.105382237,0.134297533,0.217558315,-0.058050993,0.127288822,0.06578456,-0.148113617,0.080689243,0.155027121,0.242056515,-0.256559767,-0.067061182,-0.276232645,0.142438307,-0.080956259,0.045492429,-0.057148058,0.23882619,-0.102140341,0.038852927,0.276228727,-0.077109596,0.085216411,0.105081371,-0.114320603,-0.066637193,-0.024997074,0.328719217,-0.096959593,-0.279039436,-0.092014528,-0.049841015,-0.012264097,-0.18251952,0.142019005
"TNFRSF1B",0.096569694,0.220887058,0.172965621,-0.774453992,0.216081377,0.469559284,0.481564262,0.381209601,-0.054716936,0.346889502,0.723573681,-1.030455888,0.118140681,-0.632133754,0.528642005,0.315151428,0.075963683,0.077974994,0.57363484,-0.119015583,-0.165198181,0.403036964,-0.070325566,-0.262554709,0.181095903,-0.222680618,0.415288585,0.232702364,0.469659837,0.111908185,-0.916044781,0.147542682,-0.000459156,0.130974918,-0.065650011,-0.503035746
"TNFRSF21",-0.271935166,0.022626068,0.3547762,-0.658408048,0.006962908,0.476948101,0.360616706,0.049268208,0.198969487,0.340084587,0.356802826,-0.752567698,0.215443961,-0.547763151,0.48534193,0.2321111,0.192523194,0.054532739,0.383867514,-0.047813905,-0.121798982,0.861316565,0.035407222,-0.210667378,-0.032430937,-0.40186084,0.348087936,0.223312061,0.154132709,-0.0462252,-1.027331397,-0.238844525,-0.420080842,0.229843217,-0.043197435,0.037917689
"TNFRSF25",-0.182164397,0.006720785,0.042956639,-0.337571755,0.246113398,0.104089465,0.130136763,0.004755539,0.159014807,-0.002727574,0.051585701,-0.776110931,0.132439249,-0.179323699,0.233117707,0.074818863,0.100781524,0.032266846,0.095623261,-0.108429015,-0.007450149,0.294060242,-0.010132928,0.056302,0.004832179,0.023999416,0.092149282,0.099518727,0.181483515,0.157436871,0.080466252,-0.336806165,0.201573298,0.154555591,0.044954916,0.048834541
"TNFRSF4",-0.340450003,0.253445809,0.057743871,-0.399224096,0.068737005,0.794109818,0.578255878,0.396960955,-0.022235218,0.022052611,0.32596502,-0.657337213,0.191738846,-0.281187063,0.111247962,0.297033354,0.146704394,-0.126593619,0.455821698,-0.194586265,-0.203000122,0.47756337,-0.010107329,-0.128989657,-0.363053556,-0.177094074,0.259087221,0.059356759,-0.04952158,0.155721382,-0.799292149,-0.344309589,-0.064506129,0.014365752,-0.159758048,-0.233951827
"TNFRSF6B",-0.208723962,0.027937717,0.091040592,-0.442063876,0.050496772,0.289863212,0.32400786,0.118751288,0.099776334,0.112264357,0.413551257,-0.204282711,-0.016466527,-0.387831129,0.213694065,0.301332053,0.291077002,0.182469258,0.099337722,-0.020166748,-0.362066795,0.3696215,0.161826026,-0.209239976,-0.785227489,-0.301506823,0.106250532,0.014950341,-0.010547551,-0.153798607,-0.531001374,-0.117021308,-0.013778829,0.060150696,-0.175163575,-0.177748506
"TNFRSF8",0.015188564,0.04219522,0.205066808,0.144363031,0.363705952,0.210717706,0.984225834,0.28169029,-0.119531272,0.228929389,0.392961718,-0.820387741,0.278634849,-0.08140951,0.024638468,0.291121409,-0.095643036,0.137985037,0.126671803,-0.026243275,-0.106123636,0.285109596,-0.152981667,-0.1270724,-0.040316746,-0.253899322,0.130071112,0.229711724,0.015303012,-0.004381765,-0.342742023,0.298408736,0.222637548,0.102794017,0.177301472,-0.219197915
"TNFRSF9",0.069017906,0.137137636,0.110903857,-0.171275552,0.181254199,0.394133214,0.435523127,0.2249294,-0.864411067,-0.085989771,0.059622306,-0.292716174,0.15416806,-0.083684309,0.020217338,-0.22309566,0.016458423,0.219756157,0.313407928,-0.241899713,-0.306615039,0.259717957,0.112778368,0.126248575,-0.227778359,0.038267273,0.457432964,0.01643229,0.177685617,-0.017283166,-0.349479329,-0.386786959,0.036961747,-0.290503148,0.25061611,-0.013220105
"TNFSF11",-0.23035758,0.136750251,0.27645294,-0.619344766,0.056938853,0.071584086,0.124624154,0.09499443,0.023809845,0.289282251,0.344867623,-0.360111289,-0.063842905,-0.448131144,0.303718601,0.377551391,0.062173873,0.18750291,-0.004501392,-0.027651925,-0.276475761,0.121892305,-0.03577756,-0.268748057,-0.420170346,-0.174833802,0.092169844,0.102639752,-0.10102031,-0.09557766,-0.601049485,-0.235827358,-0.07818797,0.093973111,-0.044482846,-0.195643028
"TNFSF12",0.286091549,0.101973522,-0.051442794,0.785102115,0.216599277,-0.146785384,0.16175107,0.014736543,0.017339521,-0.065077229,-0.14047509,0.184330658,0.213870688,0.241298476,-0.221427789,-0.186851114,0.050496402,0.281303718,0.095019578,-0.010195767,-0.004276465,-0.160495804,0.07374834,0.320425623,0.119199399,0.808107462,0.171271427,0.040872281,0.284799615,0.057363273,0.105254834,0.092432015,0.147708077,0.024551605,0.114131701,0.278604032
"TNFSF13B",0.049068404,0.091294184,0.5716746,-1.031163121,-0.190896955,0.339713549,0.601921846,-0.17903587,0.195803906,0.310605709,0.432321405,-0.444605934,0.255601325,-0.788273671,0.410308411,0.366789688,0.020157419,0.206866375,0.357069901,0.097600863,-0.229197862,0.521456678,-0.385543558,-0.094544394,-0.179858748,-0.135330354,0.269960418,0.252626475,0.34384223,0.052814202,-0.839385231,-0.224353176,-0.30786968,-0.376984414,-0.209408218,-0.360300713
"TNFSF14",-0.290689033,-0.237765181,-0.152197537,0.015802324,-0.14316573,-0.214828648,-0.269495679,0.405477836,-0.310169877,-0.179228829,-0.357289333,-0.482255632,0.070475577,0.478590554,-0.470102875,0.05013206,-0.137732329,-0.015156326,-0.127189649,0.33453882,0.176380024,0.020789506,-0.070866643,-0.164986937,0.398408725,-0.063096266,-0.663310114,-0.089290896,-0.657729278,0.117529567,0.483361524,0.35275412,0.167255815,-0.278830324,0.04833987,-0.351047347
"TNFSF15",-0.252464073,-0.345854762,0.023731368,0.145069849,-0.34814474,0.148784587,1.477562906,0.767263882,-0.900333025,0.173377307,-0.508503686,-0.354212663,-0.114514672,-0.068358793,0.193723102,0.124241725,-0.010601539,-0.691257257,0.63976311,-0.470861145,-1.167391588,-0.685175925,-0.136157114,0.05172926,0.306859361,0.166349189,1.012370451,0.381516196,0.303983802,0.559449467,-0.982445478,-0.099993182,0.58765678,-1.317631855,0.289932281,-0.079586003
"TNFSF18",-0.214801492,0.053830057,0.132566825,-0.287274463,0.086949457,0.307578552,0.218523465,0.219079933,-0.089320694,0.082334242,-0.056637062,0.710120647,-0.078133875,-0.247739831,0.144972322,0.104278309,0.014140983,0.068652187,0.018295291,-0.124076466,-0.273002005,0.167601368,-0.095239148,-0.24340213,-0.188803012,-0.043943348,0.094181487,0.005502276,-0.186377702,-0.063516083,-0.297199697,-0.151192732,0.104501386,-0.173176954,0.091095668,-0.165039583
"TNFSF4",0.440483258,-0.027800944,0.061847919,0.11742604,-0.054588911,-0.124032955,0.233465149,-0.214840824,-0.066283868,-0.252191423,-0.087774545,0.181493038,0.084401418,0.169732552,-0.134908359,-0.113904455,0.016369961,-0.172270575,0.031975444,-0.029101971,-0.006162334,0.633243305,-0.09398766,0.182049534,-0.10363054,0.036573773,0.106885961,0.06065273,0.455561732,0.080111448,-0.127494836,0.119402144,0.137838917,-0.144892853,0.052685943,0.135078316
"TNFSF8",0.050460123,0.040859564,0.164786837,-0.528733628,-0.340853396,0.179921888,0.135499483,-0.055123389,-0.092597153,0.237878217,-0.135299164,-0.734175224,0.036045779,-0.955906091,0.111472253,0.074620214,-0.037053076,0.051377755,0.176737458,-0.302984314,-0.678046666,0.441587293,-0.005536031,-0.179448144,-0.404458506,-0.296871177,0.407978503,0.170441582,0.05245174,-0.111066702,-0.336774278,-0.479082174,-0.233308712,-0.548020732,0.074686515,0.11345865
"TNFSF9",-0.292203244,0.228441466,0.217158716,-0.695858988,0.075580358,0.457367972,0.239201535,0.154810061,0.120490572,0.272540068,0.264262008,-0.419007242,-0.015740154,-0.283661471,0.17426325,0.318876553,0.116070553,0.100064549,0.196312867,0.189786391,-0.166318262,0.401223924,-0.088751998,-0.287337151,-0.400522839,-0.273662908,0.218231198,-0.016054123,-0.125885876,0.002206969,-0.565246157,-0.298855393,-0.016088848,-0.064885407,-0.002379507,-0.104739363
"TNNI2",-0.731000747,0.080483294,-0.001728814,-1.181423867,-0.018624719,1.189417168,0.040023709,3.290976181,0.229655245,-0.053865713,0.09449644,-0.336951191,0.163931314,-0.532323617,-0.363171555,0.417577901,0.420205671,-0.709757498,0.222201795,0.135313258,1.901089427,0.699178113,-0.009134435,-1.15728755,-0.213883306,-0.34904335,1.068383292,-0.45570453,-0.182827135,0.032123152,-0.04104896,1.289617567,0.57578968,-0.621383238,-0.129791106,-0.842788105
"TNNI3",-0.216800947,0.01079328,0.241186795,-0.825736366,-0.020995932,0.775243758,0.285285274,0.651358521,0.155879202,0.171580893,0.337346982,0.089420639,0.037276278,-0.16486207,0.14068778,0.367606798,0.166333149,0.574855306,0.182274356,0.129461447,-0.052372851,0.602612526,0.009906958,-0.316320292,-0.477454114,-0.043534163,0.021355742,0.041040024,0.1357351,0.273090132,-0.418732444,-0.091643589,0.079357792,0.215897932,0.037406,-0.104630079
"TOP1",1.109351927,0.023087909,-0.738305233,3.337164141,-0.088079841,-0.088341647,0.397825802,-0.509437603,0.008302861,-0.929984514,-0.361057218,1.576643926,0.219255124,-0.077214082,-0.125336015,-0.743288994,-0.303908344,0.304560963,-2.416700309,-0.830920835,-0.266202644,-1.058063695,0.349185981,0.77686373,-0.231338122,0.3326583,1.191148765,0.085244734,0.743482605,-0.124594885,0.197672533,-0.274699704,-0.091913746,-0.569477253,0.023725224,0.592170267
"TPI1",1.456726174,0.180047421,-1.091927323,1.841974736,-0.928166461,-1.267407807,-0.846537166,-0.57372193,-0.363825497,-1.12780363,-1.487506534,1.824655402,0.15355481,0.943099171,-0.774309346,-1.529504833,-0.06728364,-0.049725335,-0.483185097,-0.458983591,0.98421283,-1.53094989,0.281397861,1.502095824,2.079699401,0.6468921,-0.079430178,-0.337768156,0.858865668,0.313485909,1.841634357,0.804276025,0.204201735,-1.059485582,-0.200799898,0.682404131
"TPM1",0.054159965,0.020275033,0.071786208,-0.274563769,-0.047671482,0.129636489,0.183258988,-0.034782182,0.017094339,0.337996464,0.223264039,-0.172350813,-0.014706185,-0.449967355,0.036369138,0.059006263,-0.005391958,-0.030496293,-0.007162215,-0.102798878,-0.276804384,-0.08359144,0.064531834,-0.043886265,-0.658089479,-0.031077476,-0.005861932,-0.076860163,-0.003436353,-0.100990562,-0.19678452,-0.032088003,0.06029098,-0.084512067,-0.025418234,-0.109437111
"TPM2",-0.370051896,0.227447536,0.330817925,-0.773485296,0.1234089,0.185894605,0.016970321,0.188922652,0.001439576,0.370888382,0.157339826,-0.447722346,0.069200474,-0.376777927,0.486671674,0.317389592,0.028422223,0.071463761,0.063840512,0.183900463,-0.122596457,0.298292191,0.051060653,-0.505457395,-0.075895331,-0.302051464,-0.298741681,0.247970977,-0.223246289,0.023191107,-0.648366287,-0.175781656,-0.002515232,0.412201953,0.020033952,-0.126924531
"TPO",0.396502081,-0.034127977,0.018893297,-0.041157325,0.257237189,0.151880754,0.113307478,-0.243542819,-0.056687112,-0.078126911,-0.164768757,0.181404265,0.013609046,-0.084125316,0.027227606,-0.46562386,-0.066950449,0.366978341,0.026422437,-0.499807914,-0.068914942,-0.143062158,0.055376332,0.390927159,0.011494197,-0.520117386,0.296161412,0.047213768,0.225486771,-0.076085582,0.050371715,-0.008801098,0.027324404,-0.092488536,0.179795435,0.253254035
"TPSB2",-0.327900205,-0.050520305,0.518312209,-0.941334365,-0.159279812,0.393181407,0.243356577,-0.101515427,0.311701482,0.216287955,0.238558314,-1.817773183,0.0053094,-0.429483497,0.29752305,0.100015552,-0.050532492,-0.050040085,0.139818097,0.106666173,-0.088947708,0.440104914,-0.046115517,-0.390942633,-0.181348339,-0.114298758,0.065047403,0.116583064,0.074500891,-0.034727267,-0.885379999,-0.381133811,-0.309715905,0.233016794,-0.163695899,-0.151161339
"TPSG1",-0.13128359,0.187897652,0.181201224,-0.174779216,0.225210736,0.496461845,0.677583766,0.478810234,-0.354101111,-0.172199265,-0.128675723,0.806969638,0.424256029,-0.357659608,-0.141710044,-0.188925192,0.140242086,0.452006759,0.281296007,-0.222812114,-0.590799783,0.338893497,1.604668391,0.142181541,-0.388548132,0.067388169,0.753764663,0.070528109,-0.031508788,-0.069346118,-0.682192935,-0.451970994,0.34687881,-0.31843171,0.358584231,-0.072661452
"TPT1",0.716702048,0.022170247,-1.126617437,1.925918865,-0.791455115,-1.27731586,-0.869523506,-0.150579316,-0.393475294,-0.557483028,-1.840292985,0.735142038,-0.115615719,1.087985158,-0.769215409,-1.673419902,0.022972901,-0.484282909,-0.65465554,0.564889259,1.056317476,-0.932476307,-0.162990488,0.797679598,2.58056476,0.483636557,-0.731557361,-0.356416783,-0.06829581,0.378345792,1.68173271,1.010908292,0.351763828,-0.753796415,-0.12017177,-0.140028021
"TSLP",1.285518745,-0.01934729,-0.492061575,1.247226439,-0.179968928,-0.636992325,-0.043616009,-0.503233514,-0.178058169,-0.834162739,-0.903803378,1.250811751,0.233432863,0.552270577,-0.509504692,-1.174398478,-0.131488582,0.205705292,-0.002241453,-0.697507741,0.328060253,-0.953431509,0.324613845,1.175031513,0.827117688,0.389042291,0.484375587,-0.001324789,0.796475914,0.081359961,1.047717214,0.299268319,0.147883067,-0.420450995,0.112099135,0.73924449
"TXNDC12",-0.089043671,0.131478909,0.138963626,-0.244381682,0.300071157,0.125948268,0.086992557,0.194360994,0.199133464,0.331418187,0.198601039,-0.326371493,-0.094578942,-0.045518411,-0.186365181,0.300928785,0.304286468,0.129143393,0.301386988,0.043120776,-0.21685,0.331338383,0.002295729,-0.180797754,0.264683846,0.100790246,0.18811553,-0.069022385,-0.043232315,0.12811125,-0.312680966,0.068324356,0.503023816,0.377172863,0.149421553,0.172390222
"TYK2",0.634803407,0.175420135,0.075550121,0.723903447,-0.3980265,-0.75049415,-0.196965396,-1.045184287,0.184519313,-1.214580385,-0.198897546,1.037481574,-0.383093332,-0.168073753,0.086096329,-1.17256264,0.244777775,-0.10018337,-0.582102262,-0.107486801,-1.157454705,-0.672507553,-0.339097227,0.211962602,-0.855011391,-0.417047342,0.516362833,-0.357268478,0.081521769,-0.709356558,0.335788852,-0.058604815,0.056160648,-0.148215026,-0.203080981,0.263500948
"TYMS",-0.179024912,0.077920422,0.256820347,-0.602160911,0.740356183,0.408570904,-0.101689935,0.089123684,0.142463894,0.682294227,0.052680317,-0.174400461,-0.018948713,-0.266634699,0.156332398,0.424938957,0.066359451,-0.014416979,0.390295981,0.086216811,-0.225222052,0.362681278,0.015100567,-1.630129305,-0.402024733,-0.037732123,0.231475526,-2.797406581,0.100156588,-0.027929633,-0.426995439,-0.373370049,-1.815185036,-0.129054936,-0.292614925,-0.043359989
"TYRO3",-0.319305164,0.057127609,0.329610536,-0.504114997,0.193888245,0.433965663,0.401664699,-0.044832748,-0.061521409,0.250141455,-0.286124573,-0.627782644,-0.030722333,-0.388646644,0.169468646,-0.027323694,0.099886524,-0.599226327,0.329551015,0.108524457,-0.25849241,0.407844757,0.010940679,-0.843627893,-0.230910729,-0.138804069,0.221335115,0.158205923,-0.174550511,-0.123600672,-0.531110217,-0.24607367,-0.025947038,-0.278448492,-0.011059041,-0.028501614
"UBE2I",1.665647724,-0.043611512,-1.400473643,1.637906183,-0.956435673,-1.299428294,-0.717865656,-0.39037473,-0.756555288,-0.843120896,-1.228840078,2.155238867,0.119687214,0.927965477,-0.919923113,-1.205817851,-0.024921791,-0.243895301,-1.220868676,0.056783862,0.579911228,-2.039594438,0.079981687,1.094638751,1.973737508,0.763571107,-0.047104461,-0.324866272,0.989485075,0.613077218,1.245427519,0.842744054,0.479475318,-1.121052826,-0.303879016,0.570407616
"UBE2L3",1.618799245,-0.139335658,-1.06653789,1.875358155,-0.69328382,-1.099548537,-0.341138962,-0.768699614,-0.415735634,-1.199169021,-1.852959845,1.987554952,0.376378424,1.142699474,-0.790322969,-1.823682014,0.112820816,0.043050619,-0.08585263,-0.87450138,0.752127531,-1.598609914,0.44899525,2.019584718,2.212752196,0.651570841,0.418235765,-0.076971662,1.217226278,0.343246071,1.941870902,0.612179578,0.114733204,-1.031888888,-0.031069462,1.069239971
"UBE2N",1.761524555,0.228508136,-1.103369488,2.307574167,-0.864026199,-1.495146831,-0.484526007,-0.844588589,-0.335314551,-1.529129729,-1.568553439,2.624673618,0.391879697,1.047489124,-0.857384008,-1.837729335,-0.329159239,0.26829317,-0.218493843,-1.331268661,0.959479093,-2.334365549,0.677811298,2.204278335,2.18575456,0.842156117,0.695530262,-0.373410223,1.430267662,0.336966264,2.112866819,0.812959811,0.409830206,-1.221838467,-0.095262529,1.26780555
"UCHL1",0.485528385,-0.146790689,-0.745098526,1.134922752,-0.40472747,-1.002336715,-0.591243375,0.245923684,-0.116053305,-0.197837747,-0.95173156,-0.056691456,-0.06289292,0.835662646,-0.38902853,-0.438082616,0.029007213,-0.423137998,-0.429950327,0.371994663,0.736868292,-0.584136024,-0.139928203,0.269081667,1.466505423,0.142822548,-0.750806749,-0.061795866,-0.041274137,0.241387364,0.983709661,0.690325819,0.386384561,-0.47883295,-0.064726166,-0.13685672
"UFC1",0.03683267,-0.006231892,-0.508699824,0.154789097,-0.593807537,-0.504611775,-0.421883779,0.002591405,-0.364618664,-0.289527312,-1.417994717,0.248854227,-0.227957616,0.402948331,-0.542106846,-0.785994252,0.148029345,-0.802644192,-0.398992697,0.663832332,0.44492436,-0.229234166,-0.155634488,0.538381912,1.800098708,0.14859262,-0.028177168,-0.118863545,-0.073429197,0.241555052,0.848866017,0.486745797,0.04347504,-0.883908985,-0.045169942,-0.012587821
"UFM1",0.791840873,0.073437025,-0.66688707,0.605460234,-0.377965401,-0.784047732,-0.386981421,-0.449354364,-0.405010057,-0.468640893,-1.694954775,1.531012436,0.02742021,0.799405974,-0.47064872,-1.244157778,-0.025520697,-0.929067096,-0.269175204,0.206333703,0.660537808,-0.921579138,0.052558887,1.149771724,1.569158134,0.557139248,0.310745252,-0.190236038,0.635811753,0.219854154,1.216320923,0.776726792,0.261129775,-1.194820542,-0.240171049,0.487034066
"ULBP1",0.192286273,-0.111790825,-0.060223443,0.234308686,0.067366546,-0.156870845,0.000729371,-0.172144113,-0.023406475,0.161104061,0.04904214,0.250184406,0.48194755,0.022548251,-0.032575867,0.267443669,0.011295309,-0.055346711,-0.043323489,0.06514342,0.007205302,0.556153515,0.27018452,0.053969199,-0.665687547,-0.072410729,-0.038613521,0.010230109,-0.029907225,-0.167830018,0.103629795,0.527931556,0.02406776,0.482841094,-0.067328538,0.018711344
"ULBP2",0.23572706,0.067273693,0.247781203,-0.156433892,0.029092912,0.241755223,0.091676184,-0.090351918,0.024191464,0.017156576,0.21890013,0.207256085,-0.025515737,-0.009056496,0.07916391,0.061400545,0.036734887,0.135165727,0.064385218,-0.026152288,-0.131995546,0.210042128,0.054233334,-0.041162462,-0.399297707,-0.057632605,0.162181165,-0.003260329,0.110745915,-0.062492761,-0.109793755,-0.153999585,-0.120112035,0.015456849,-0.036412305,-0.001291773
"ULBP3",1.501205408,-0.148933776,-0.785823712,1.470372577,-0.359131789,-0.8739883,-0.230219676,-0.127618353,-0.220154296,-0.880087194,-1.378329427,1.706229696,0.287818518,0.819040366,-0.692804831,-1.47281476,-0.196537243,0.121869172,-0.14999729,-0.74785271,0.674574301,-1.289795915,0.374206534,1.675687514,1.461383449,0.474640604,0.306900626,-0.072376445,1.035613471,0.207107693,1.484128226,0.497212012,0.092819445,-0.796167613,0.002317745,0.964407278
"UNC5C",-0.212201952,0.062601574,0.459729064,-0.703075979,0.096889456,0.604228942,0.699356476,-0.031172449,0.173673815,0.284725374,0.378778472,-0.591560981,0.145226179,-0.58445871,0.430907146,0.144675418,0.043819284,0.119995314,0.619918895,0.141313169,-0.025219224,0.600525835,-0.02366594,-0.180220319,0.062504334,-0.165594185,0.264301187,0.179273373,0.215326854,-0.137699844,-0.806724152,-0.235227865,-0.36247048,0.148941668,0.078111302,-0.045377699
"UNC5D",-0.404246546,0.128096354,0.456339141,-0.995748464,0.348928347,1.058631193,0.626290766,0.349958078,0.412106426,0.536429032,0.440532623,-1.50592275,0.210947395,-0.360254532,0.648966599,0.388494157,0.069577301,0.115463316,0.745680433,0.222855009,0.169854671,1.014740407,0.256895669,-0.347499848,-0.196760102,-0.120396868,0.68265415,0.229614919,0.041443951,-0.036688221,-1.111973291,-0.587356695,-0.398031074,0.327210131,-0.005882773,0.18875146
"VCAM1",0.211858537,0.156695841,0.336711689,-0.505572863,0.217373835,0.28318166,0.306603101,0.106355516,-0.104801002,0.246981558,0.31641973,-0.578334741,0.146576029,-0.274537395,0.467566449,0.259479083,-0.064296786,0.096808156,0.446772718,0.031001987,-0.041559531,0.380486166,-0.134801327,-0.139781144,-0.059509779,-0.028384259,0.09062181,0.365408775,0.147828335,0.251188537,-0.504349449,-0.204379716,-0.140605984,0.220632209,-0.030555546,-0.166636431
"VEGFA",-0.249566412,0.104307034,0.2099789235,-0.751542133,-0.1923860945,0.346717233,-0.269957482,-0.0800303835,0.0624605925,0.062640677,0.049638388,-0.091663656,-0.393389456,-0.2542868045,0.1454548465,-0.06241459,0.011037133,-0.367533838,0.132897901,0.324227234,-0.0288086285,0.0338363215,-0.0886704095,-0.4967983905,-0.355314022,-0.080942333,-0.338024983,-0.2275622125,-0.3212042345,-0.0116181245,0.158561751,-0.1872449425,-0.2205222155,-0.0092238125,-0.3061994055,-0.382507694
"VEGFC",1.251452418,-0.189013731,-0.626251438,1.362374789,-0.463704474,-0.976091756,-0.004638398,-0.404228214,-0.376266225,-0.913606283,-1.181296282,1.097735287,0.406651072,0.789458671,-0.664798162,-1.27852806,-0.130501072,0.01472014,-0.091862341,-0.114580154,0.337814317,-1.120576126,0.319636614,1.574077119,1.227737075,0.408101399,0.437930393,0.028057312,0.783361606,0.223958749,1.279112965,0.506643687,0.224570075,-0.613596931,0.044030152,0.816778567
"VIP",1.398303104,-0.059775721,-0.64369408,1.502121995,-0.349530987,-0.835869647,-0.004114934,-0.577197625,-0.351519348,-1.113266582,-1.251627443,1.514940926,0.329778565,0.799329852,-0.712403945,-1.383433128,-0.139092489,0.241067635,-0.074511707,-0.773486125,0.373226171,-0.837904066,0.369459189,1.60647876,1.091094686,0.684480146,0.48498162,-0.106486659,0.95805768,0.192298346,1.372359248,0.407879241,0.237248026,-0.642715268,0.141335385,0.909606802
"VTA1",0.924303272,0.021881407,-1.063513754,0.786756749,-1.013921814,-0.725572146,-0.785956455,-0.437183541,-0.496033594,-0.501970534,-1.789222111,1.566270257,-0.04316511,1.093280269,-0.566332847,-1.612359702,-0.244428052,-0.231711506,-0.12634414,-0.144231633,0.91578342,-0.941940733,0.190653518,1.671063346,2.751909964,0.754940499,-0.104958874,0.015372503,0.695972866,0.376754899,1.464734991,0.890266677,0.230069601,-0.9694613,-0.037558648,0.536863237
"VWF",0.406934597,-1.839074438,-1.111961787,0.289725569,-0.279020299,-0.531268129,-0.221134851,-0.240889436,0.102829841,-0.106802533,1.292887045,2.68204289,-0.150676469,0.905284672,-0.030596921,0.527599103,-0.065217875,3.80430434,-0.18022898,-0.984003346,-0.515237132,0.253211339,-1.784762488,0.619164819,-1.439481227,-0.625647832,-1.958474165,-0.355740394,-0.412175372,-0.586672727,0.199270978,0.686493764,0.605744469,0.294911285,2.631870007,0.169638693
